"","None","Random"
"Body",0.257781381253131,0.0432983159418658
"Tail",0.257781381253131,0.0432983159418658
"PRC",0.257781381253131,0.0432983159418658
"FRESEV",0.257781381253131,0.0432983159418658
"TYPEIMP",0.257781381253131,0.0432983159418658
