"","2013","2014","2015","2016","2017","2018","2019"
"Body",0.0895044968401757,0.242392161670512,0.242640437349738,0.242640437349738,0.242640437349738,0.226962832847802,0.257781381253131
"Tail",0.0895044968401757,0.242392161670512,0.242640437349738,0.242640437349738,0.242640437349738,0.226962832847802,0.257781381253131
"PRC",0.0895044968401757,0.242392161670512,0.242640437349738,0.242640437349738,0.242640437349738,0.226962832847802,0.257781381253131
"FRESEV",0.0895044968401757,0.242392161670512,0.242640437349739,0.242640437349738,0.242640437349738,0.226962832847802,0.257781381253131
"TYPEIMP",0.0895044968401757,0.242392161670512,0.242640437349738,0.242640437349738,0.242640437349738,0.226962832847802,0.257781381253131
